prop_id,name,location,zip
Q225,Broad Channel Veteran's Park,Cross Bay Blvd. bet. E. 4 Rd. and E. 6 Rd.,11693
Q226,Hallets Cove Playground,"Vernon Blvd., Main Ave. to Astoria Blvd., 1 St.","11102, 11106"
Q231,Sergeant Colyer Square,"Rockaway Blvd., 120 Ave. bet. 132 St. and 133 St.",11420
Q232,Dwyer Square,"Northern Blvd., 34 Ave. bet. 47 St. and 48 St.",11101
Q243,Norelli-Hargreaves Memorial Triangle,"Liberty Ave., 101 Ave. bet. Waltham St. and 146 St.",11435
Q245,Hollis Veterans Square,"Jamaica Ave., Hollis Ave., 187 Pl.",11423
Q246,Travis Triangle,"Murray La., Murray St. bet. 34 Ave. and 35 Ave.",11354
Q254,Corporal Frank F. Fagan Sq.,"48 St., Newtown Rd., Broadway",11377
Q257,Lt. Clinton L .Whiting Square,84 St. bet. 91 Ave. and 91 Ave.,11421
Q259,Veterans' Circle,Rockaway Beach Blvd. bet. Beach 120 St. and Beach 121 St.,11694
Q262,Alameda Malls,"Alameda Ave. bet. Northern Blvd., Hanford St. and Northern Blvd., 247 St.",11362
Q266,Westbourne Playground,"Mott Ave., Westbourne Ave. bet. Bay 28 St. and Bay 25 St.",11691
Q267,Court Square Park,Jackson Ave. bet. Court Sq. and Thomson Ave.,11101
Q268,Bell Malls,Bell Blvd. bet. 48 Ave. and Horace Harding Exwy. Sr. Rd. N.,11364
Q275,Patricia A. Brackley Park,"Beach Channel Dr., Cronston Ave., Beach 124 St.",11694
Q277,South Gate Mall,Southgate Plaza bet. 140 Ave. and 139 Ave.,11413
Q281,Nakks Malls,110 Ave. bet. 213 St. and 217 St.,11429
Q283,225 Street Malls,225 St. bet. 135 Ave. and 141 Ave.,11413
Q284,Sixteen Oaks Grove,"37 Ave., 14 St., 21 St.",11101
Q285,Al Stabile Playground,Centreville St. bet. 133 Ave. and 103 St.,11417
Q289,Pinocchio Playground,"74 St., 75 St. bet. Cooper Ave. and 78 Ave.",11385
Q290,"""Uncle"" Vito F. Maranzano Glendale Playground",Central Ave. bet. 70 St. and 71 St.,11385
Q291,Starr Playground,Onderdonk Ave. bet. Starr St. and Willoughby Ave.,11385
Q293,Saul Weprin Playground,56 Ave. bet. 201 St. and 202 St.,11364
Q294,Utopia Playground,"73 Ave., Jewel Ave. bet. Utopia Pkwy. and 179 St.",11365
Q296,Playground Thirty Five XXXV,35 Ave. bet. Steinway St. and 41 St.,11101
Q298,Paul Raimonda Playground,20 Ave. bet. 47 St. and 48 St.,11105
Q299,Overlook Park,"Ditmars Blvd., 22 Dr. bet. 97 St. and 100 St.",11369
Q300,Kissena Corridor Park,"Booth Memorial Ave., Crommelin St., Colden St. bet. College Pt. Blvd. and Kissena Blvd.",11355
Q300A,Kissena Corridor Park,"Underhill Ave., Peck Ave., 199 St. bet. Fresh Meadow La. and Francis Lewis Blvd., Union Tpke.","11365, 11366"
Q300A1,Holy Cow Playground,Peck Ave. bet. 61 Rd. and 67 Ave.,11365
Q301,Jamaica Playground,"Union Hall St., 160 St. bet. 110 Ave. and 109 Ave.",11433
Q302,Evergreen Park,St Felix Ave. bet. Seneca Ave. and 60 Pl.,11385
Q303,Travers Park,34 Ave. bet. 77 St. and 78 St.,11372
Q304,Ehrenreich-Austin Playground,Austin St. bet. 76 Ave. and 76 Dr.,11375
Q305,Mafera Park,65 Pl. bet. Shaler Ave. and the rail yards,11385
Q306,The Painter's Playground,Alderton St. bet. Dieterle Cr. and Ellwell Cr.,11374
Q307,Delphin H. Greene Playground,121 Ave. bet. 235 St. and 237 St.,11411
Q308,Bowne Playground,Union St. bet. Barclay Ave. and Sanford Ave.,11355
Q309,Jamaica Bay Park,Mott Basin to the City Line,"11096, 11430, 11691"
Q310,Glen Oaks Oval,"74 Ave., 260 St.",11004
Q313,Arverne Playground,Arverne Blvd. bet. Beach 56 St. and Beach 54 St.,11692
Q314,Fresh Meadows Playground,67 Ave. bet. 173 St. and 174 St.,11365
Q316,Captain Dermody Triangle,"216 St., 48 Ave.",11364
Q317,Tall Oak Playground,64 Ave. bet. 218 St. and 219 St.,11364
Q318,Playground Eighty LXXX,80 Ave. bet. 261 St. and 262 St.,11004
Q319,Annadale Playground,Yellowstone Blvd. bet. 64 Rd. and 65 Ave.,11375
Q320,Vleigh Playground,"70 Rd., 71 Ave. bet. 150 St. and Kissena Blvd.",11367
Q321,Van Alst Playground,21 St. bet. 29 Ave. and 30 Ave.,11102
Q322,Bellaire Playground,Hillside Ave. bet. 207 St. and 208 St.,11427
Q325,Gladys Warren Triangle,"Hollis Ave., 104 Ave., 194 St.",11412
Q326,Bland Playground,40 Rd. bet. Prince St. and Main St.,11354
Q327,Castlewood Playground,Little Neck Pkwy. bet. 72 Ave. and 73 Ave.,11426
Q328,Bellerose Playground,85 Ave. bet. 248 St. and 249 St.,11426
Q329,Pomonok Playground,"Kissena Blvd., 155 St. bet. 65 Ave. and Melbourne Ave.",11367
Q330,Locust Manor Playground,121 Ave. bet. Lucas St. and 192 St.,11413
Q332,Woodtree Playground,20 Ave. bet. 37 St. and 38 St.,11105
Q333,Ravenswood Playground,21 St. bet. 34 Ave. and 35 Ave.,11106
Q334,Playground Twenty One,166 St. bet. 21 Rd. and 21 Ave.,11357
Q335,Russell Sage Playground,Booth St. bet. 68 Ave. and 68 Dr.,11375
Q336,Judge Moses Weinstein Playground,"Union Turnpike, Vleigh Pl., 141 St.",11367
Q337,Maurice A FitzGerald Playground,106 St. bet. Atlantic Ave. and 94 Ave.,11416
Q338,Admiral Playground,Little Neck Pkwy. bet. 42 Ave. and 43 Ave.,11363
Q339,Cambria Playground,"Francis Lewis Blvd., 121 Ave. bet. 219 St. and 222 St.",11411
Q340,Torsney Playground,Skillman Ave. bet. 41 St. and 43 St.,11104
Q341A,Park,43 Ave. bet. BQE and 68 St.,11377
Q341B,Latham Park,"43 Ave. bet. 66 St. and 67 St., BQE",11377
QZ808,Latham Park-Greenstreet,W s Bklynqns Exwy 43 Av Bet 66-67 Sts,NA
Q341C,Sherry Dog Run,Queens Blvd. bet. 65 Pl. and the BQE,11377
Q341D,Spargo Park,BQE bet. 43 Ave. and Queens Blvd.,11377
Q341E,Crosson Green,"68 St., the BQE bet. Woodside Ave. and 43 Ave.",11377
Q341F,Crosson Park,"Woodside Ave., 69 St., the BQE",11377
Q342,Electric Playground,164 St. bet. 65 Ave. and 67 Ave.,11365
Q343,Whitestone Playground,"11 Ave., 12 Ave. bet. 152 St. and 154 St.",11357
Q344,Emerald Playground,"Jewel Ave., 71 Ave. bet. 163 St. and 164 St.",11365
Q345,Redfern Playground,"Beach 12 St., Redfern Ave. ",11691
Q346,Challenge Playground,251 St. bet. 61 Ave. and 63 Ave.,11362
Q347,Colden Playground,Union St. bet. 31 Rd. and 31 Dr.,11354
Q348,Willow Lake Playground,72 Ave. bet. 112 St. and Grand Central Parkway,11375
Q349,Telephone Playground,75 Ave. bet. Bell Blvd. and 217 St.,11364
Q351,Peters Field,Liberty Ave. bet. 183 St. and 183 Pl.,11423
Q352,Hillside Playground,82 Ave. bet. 256 St. and 257 St.,11004
Q353,Grassmere Playground,"Grassmere Terr., Briar Pl. bet. Hanson Ct. and Brookhaven Ave.",11691
Q354,Playground Seventy Five,160 St. bet. 75 Ave. and 75 Rd.,11366
Q355,Strippoli Square,"31 Ave., 51 St., 54 St.",11377
Q356,Alley Park,67 Ave. bet. 230 St. and 233 St.,11364
Q357B,Real Good Playground,"Horace Harding Exwy. Sr. Rd. S., 62 Ave. bet. 99 St. and 102 St.",11374
Q357B01,Barrier Playground,"Horace Harding Exwy. Sr. Rd. S., 62 Ave. bet. 102 St. and Yellowstone Blvd.",11375
Q357G,Turtle Playground,"Horace Harding Exwy. Sr. Rd. S., 138 St., 61 Rd.",11367
Q357I,Nassau Mall,"Horace Harding Exwy. Sr. Rd. N., Little Neck Pkwy., Nassau Blvd.",11362
Q357J,Nassau Mall South,"Horace Harding Exwy. Sr. Rd. S., 254 St., 57 Ave.",11362
Q358,Detective William T. Gunn Playground,235 Ct. bet. Hillside Ave. and 87 Ave.,"11426, 11427"
Q359,Haggerty Park,Jamaica Ave. bet. 202 St. and 204 St.,11423
Q360E,Hull Triangle,"55 Dr., 64 St., Hull Ave.",11378
Q360F,Technical Sergeant Thomas J. Davey Triangle,"Borden Ave., Hamilton Pl., Jay Ave.",11378
Q360G,Whitefish Triangle,"55 Dr., Hamilton Pl., Perry Ave.",11378
Q360H,Peter Chahales Park,"69 St., 58 Ave., Queens - Mid-Town Exwy. Svc. Rd. S.",11378
Q360J,Crowley Playground,"Queens Midtown Exwy., 57 Ave. bet. 84 St. and 82 St.",11373
Q360M,Frontera Park,58 Ave. bet. Brown Pl. and 69 St.,11378
Q360N,Hoffman Park,Hoffman Dr. bet. 58 Ave. and Woodhaven Blvd.,11373
Q360Q,Sitting Area 127 CXXVII,"69 Ln., 58 Rd., Queens - Mid-Town Exwy. Sr. Rd. S.",11378
Q360R,Sitting Area,"58 Ave., 73 St., Queens - Mid-Town Exwy. Sr. Rd. S.",11378
Q360S,Quick Brown Fox Triangle,"73 St., 57 Rd., Queens - Mid-Town Exwy. Sr. Rd. N.",11378
Q360T,Sitting Area,74 St. at 57 Ave.,11373
Q360U,Bridge and Tunnel Park,50 Ave. bet. 11 St. and 11 Pl.,11101
Q361,Moore Homestead Playground,"Broadway., 82 St., 45 Ave.",11373
Q362,Playground Ninety,"89 St., 90 St. bet. Northern Blvd. and Jackson Mill Rd.",11369
Q363,Northern Playground,Northern Blvd. bet. 93 St. and 94 St.,11372
Q364,Marie Curie Playground,"46 Ave., 46 Rd. bet. Oceania St. and 211 St.",11361
Q366,Louis C. Moser Playground,25 Ave. bet. 76 St. and 77 St.,11370
Q367,Hammel Playground,Rockaway Beach Blvd. bet. Beach 84 St. and Beach 81 St.,11693
Q369,Louis Pasteur Park,248 St. bet. Van Zandt Ave. and 52 Ave.,11362
Q370,Freedom Square Playground,"Vleigh Pl., Main St. bet. 73 Ter. and 76 Ave.",11367
Q371,Rockaway Community Park,"Almeda Ave., Norton Ave. bet. Beach 58 St., Sommerville Basin and Beach 49 St., Conch Basin","11691, 11692"
Q373,East Elmhurst Playground,"100 St., 98 St. bet. 24 Ave. and 25 Ave.",11369
Q375,Willets Point Playground,166 St. bet. 16 Ave. and 16 Rd.,11357
Q376,Cedar Grove Playground,Gravett Rd. bet. Main St. and 149 St.,11367
Q377,Playground Sixty Two LXII,Yellowstone Bl bet. 62 Av and 62 Rd,11375
Q378,Ampere Playground,101 Ave. bet. 92 St. and 83 St.,11416
Q379,Briarwood Playground,148 St. bet. 85 Ave. and 85 Rd.,11435
Q381,Francis Lewis Playground,"Francis Lewis Blvd., 201 St. bet. 42 Ave. and Station Rd.",11361
Q382,Cardozo Playground,Arverne Blvd. bet. Beach 57 St. and Beach 56 St.,11692
Q383,Middle Village Veterans Triangle,"Gray St., 77 St., 66 Rd.",11379
Q385,Ditmars Playground,Steinway St. bet. 23 Ave. and Ditmars Blvd.,11105
Q386,Centreville Playground,Albert Rd. bet. 96 St. and Centerville St.,11417
Q387A,Bayside Fields,29 Ave. bet. 204 St. and Clearview Exwy. Sr. Rd. W.,11360
Q387D,Clearview's Tail,Clearview Exwy at Whitehall Terr.,11427
Q387E,Baybridge Green,Clearview Exwy. bet. Lori Dr. and 15 Dr.,11360
Q388,Linnaeus Park,230 St. bet. 57 Ave. and 57 Rd.,11364
Q389,Bayside Playground,Beach Channel Dr. bet. Beach 104 St. and Seaside Ave.,11694
Q390,Clintonville Playground,Clintonville St. bet. 17 Ave. and 17 Rd.,11357
Q391,Joseph Austin Playground,164 Pl. bet. Grand Central Pkwy. Sr. Rd. S. and 84 Ave.,11432
Q392,Idlewild Park,"149 Ave., Rockaway Blvd., Jamaica Bay bet. James Brown Pl. and Brookville Blvd.","11413, 11422"
Q393A,LaGuardia Landing Lights,25 Ave. bet. 78 St. and 79 St.,11370
Q393I,Planeview Park,23 Ave. bet. 85 St. and Ditmars Blvd.,10021
Q394,Conch Playground,Beach 49 St. bet. Elizabeth Ave. and Beach Channel Dr.,11691
Q395,Steinway Playground,"37 St., 38 St., bet. 20 Rd. and 20 Ave.",11105
Q396,Montbellier Park,"Springfield Blvd., Sloan St. bet. 139 Ave. and Eastgate Plaza",11413
Q397,Auburndale Playground,"171 St., 172 St. bet. 33 Ave. and 35 Ave.",11358
Q398,Rosemary's Playground,"Woodbine St., Madison St. bet. Woodward Ave. and Fairview Ave.",11385
Q399,Bay Terrace Playground,23 Ave. bet. 212 St. and Bell Blvd.,11360
Q400,Oakland Gardens,Springfield Blvd. bet. 53 Ave. and 56 Ave.,11364
Q401,Lost Battalion Hall Recreation Center,Queens Blvd. bet. 62 Ave. and 62 Rd.,11374
Q402,Latimer Playground,167 St. bet. 108 Dr. and 109 Ave.,11433
Q403,Beach Channel Playground,"B 80 St., B 79 St., Rockaway Beach Blvd., Beach Channel Dr.",11693
Q404,East Springfield Playground,115 Rd. bet. 218 St. and 2019 St.,11411
Q405,Hollis Playground,Hollis Ave. bet. 204 St. and 205 St.,11412
Q406,Springfield Park North,145 Rd. bet. Arthur St. and Springfield Blvd.,11413
Q407,Lanett Playground,Lanett Ave. bet. Beach 9 St. and Beach 8 St.,11691
Q408,Harold Schneiderman Playground,155 Ave. bet. 83 St. and 84 St.,11414
Q410,Hinton Park,"114 St., 113 St. bet. 34 Ave. and 37 Ave.",11368
Q411,Douglaston Park Golf Course,"61 Ave. bet. Marathon Pkwy., Commonwealth Blvd. and 242 St.",11362
Q412,Railroad Park,129 Ave. bet. 172 St. and 176 St.,11434
Q413,Rochdale Park,Guy R. Brewer Blvd. bet. 130 Ave. and 137 Ave.,11434
Q414,Rocket Playground,N Conduit Ave. and 149 Ave.bet. Whitelaw St. and Lafayette St.,11417
Q415,Louis Armstrong Playground,37 Av bet. 112 and 113 Sts,11368
Q416,Park,Beach Channel Dr. bet. B. 128 and B. 130 Sts. ,11694
Q419,Hart Playground,147 St. bet. 26 Ave. and 27 Ave.,11354
Q421,Walter Ward Playground,160 Ave. bet. 88 St. and 89 St.,11414
Q422,Seaside Playground,Rockaway Beach Blvd. bet. Beach 110 St. and Beach 109 St.,11694
Q423,Reiff Playground,59 Dr. bet. Fresh Pond Rd. and 63 St.,11378
Q424,Judge Angelo Graci Triangle,"N. Conduit Ave., Sutter Ave. bet. 77 St. and 78 St.",11417
Q425,Yellowstone Park,Yellowstone Blvd. bet. 68 Ave. and 68 Rd.,11375
Q426,North Rochdale Playground,Baisley Blvd. 168 St. and Bedell St.,11434
Q427,South Rochdale Playground,134 Rd. and 173 St.,11434
Q428,Horace Harding Playground,62 Dr. bet. 97 Pl. and 98 St.,11374
Q429,Spirit Playground,36 Ave bet. 9 St. and 10 St.,11106
Q430,Sunrise Playground,253 St. bet. 149 Ave. and 149 Rd.,11422
Q434,Long Island Mews,"51 Ave., 51 Rd., 72 Pl.",11373
Q435,Vernon Mall,Vernon Blvd. bet. 50 Ave. and 51 Ave. ,11101
Q436,Athens Square,30 Ave. bet. 29 St. and 30 St.,11102
Q437,Murray Hill Playground,Murray St. bet. Barclay Ave. and Sanford Ave.,11355
Q439,Private William Gray Playground,98 St. bet. Northern Blvd. and 32 Ave.,11369
Q441,Fisher Pool,32 Ave. bet. 99 St. and 100 St.,11369
Q443,Almeda Playground,"Beach 65 St. to Beach 66 St., Beach Channel Dr.",11692
Q444,Sean's Place,38 St. bet. 31 Ave. and Broadway,11103
Q445,Frank Golden Park,14 Rd. bet. 132 St. and 138 St.,11356
Q446,Sorrentino Recreation Center,Cornaga Ave. bet. Beach 19 St. and Morse Ct.,11691
Q447,Brinkerhoff Mall,"Merrick Blvd., 171 Pl. bet. 110 Ave. and 110 Rd.",11433
Q448,Roy Wilkins Recreation Center,"Merrick Blvd. bet. 115 Ave., 116 Ave., and Baisley Blvd.",11434
Q450,Corona Golf Playground,"109 St., 111 St. bet. 46 Ave. and 47 Ave.",11368
Q451,Underbridge Dog Run,Grand Central Pkwy. Sr. Rd. W. bet. 64 Ave. and 64 Rd.,11375
Q452,Udall's Park Preserve,"Northern Blvd., 244 St. to 247 St., Douglas Rd., Little Neck Bay",11363
Q453,Queens Farm Park,Little Neck Pkwy. bet. 73 Rd. and 74 Ave.,11426
Q454,Hook Creek Park,"Brookville Blvd., Huxleyy St. bet. 149 Ave. and Hook Creek Basin","11559, 11422"
Q456,Gene Gray Playground,Cross Bay Blvd. bet. E 9 Rd. and E 10 Rd.,11693
Q457,College Point Park,14 Ave. bet. 121 St. and College Point Blvd.,11356
Q458,Fort Totten Park,Cross Island Pkwy. bet. Totten Ave. and 15 Rd.,11359
Q459,Dubos Point Wildlife Sanctuary,"De Costa Ave. bet. Sommerwille Basin and B. 65 St.,Bayfield Ave. bet. B. 65 St. and B. 69 St.",11692
Q460,Broad Channel Park,"Cross Bay Blvd., Channel Rd. bet. E. 16 Rd. and E. 18 Rd.",11693
Q461,Powell's Cove Park,"11 Ave. bet. 130 St., Powell's Cove Blvd. and 138 Pl., 9 Ave.","11356, 11357"
Q462,Manuel De Dios Unanue Triangle,"Roosevelt Ave., 83 St., Baxter Ave.",11373
Q463,Cornell Burial Ground,Caffrey Ave. bet. New Haven Ave. and Davies Rd.,11691
Q464,Brant Point Wildlife Sanctuary,Beach 72 St. bet. Bayfields Ave. and Hillmeyer Ave.,11692
Q465,Socrates Sculpture Park,Vernon Blvd. bet. Broadway and 30 Dr.,11106
Q467,Broad Channel American Park,Cross Bay Blvd. bet. W. 20 Rd. and Beach Channel,11693
Q468,Louis Armstrong Community Center,"107 St., 108 St. bet. Northern Blvd. and 34 Ave.",11368
Q469,Seagirt Ave Wetlands,"Seagirt Blvd., Seagirt Ave. bet. Beach 5 St. and Queens County Border","11559, 11691"
Q470,A.R.R.O.W. Field House,35th St. bet. 35 Ave. and 36 Ave.,11106
Q471,Hunter's Point South Park,Center Blvd. bet. 50 Ave. and 2 St.,11101
Q472,Vernam Barbadoes Peninsula,"Amstel Blvd., Jamaica Bay",11692
Q474,Simeone Park,"Lewis Ave., Radcliff Ave. bet. 101 St. and 102 St.",11368
Q476,College Point Fields,"130 St. bet., 23rd Ave. and 26 Ave.","11354, 11356"
Q478,Broad Channel Wetlands,Jamaica Bay west of Cross Bay Blvd. bet. E 1 Rd. and E. 10 Rd.,"11693, 11693, 11693, 11693"
Q480,Remsen Family Cemetery,"Trotting Course La., Alderton St.",11374
Q481,Southside Burial Ground,"Redding St, Albert Rd and 149th Av",11417
Q482,Prospect Cemetery,Beaver Rd. bet. 158 St. and 159 St.,11433
Q483,Corona Health Sanctuary,"Corona Ave. bet. 104 St. and 106 St., 50 Av.",11368
Q491,Carlos R. Lillo Park,"21 Ave., 20 Ave., bet. 76 St. and 77 St.",11370
Q492,Elmhurst Park,"Grand Ave., 57 Ave. bet. 74 St. and 80 St.",11373
Q494,Flight 587 Memorial Park,"Beach 116 St.,  Ocean Promenade",11694
Q496,Park at Beach 108 Street,Beach Channel Dr. bet. Beach 116 St. and Beach 108 St.,11694
Q497,Lewis H Latimer House,137th St. and Leavitt St.,11354
Q498,Sunset Cove Park,W. 19 Rd. bet Jamaica Bay and Cross Bay Blvd.,11693
Q500,Park,"54 Ave., Jay Ave., and 69 St.",11378
Q501,Sergeant Collins Triangle,"Broadway, 59 St., 34 Ave.",11377
Q502,Rory Staunton Field,"78 St., 79 St. bet. Northern Blvd. and 34 Ave.",11372
Q504,Park,"Astoria Blvd., 24 Ave., 81 St.",11369
QT05,Copernicus Triangle,60 St. bet. Borden Ave. and 55 Dr.,11378
QT06,Old Hickory Playground,"51 Ave. bet. Jackson Ave., Vernon Blvd. and 11 St.",11101
QT07,Federoff Triangle,"Queens Blvd., 67 Rd., 102 St.",11375
QT08,Newcombe Square,Queens Blvd. bet. Union Tpke. and 80 Rd.,11415
QT10,Gwirtzman Triangle,"Beach 144 St, Cronston Ave., and Beach Channel Dr",11694
QZ01,Triangle 54 Greenstreet,48 St Bet 54 Av & 54 Rd,NA
QZ04,Answer Triangle,Aske Av & Roosevelt Ave & Whitney Ave,NA
QZ05,Corona Health Playground  - ADD,Corona Av & 104 St,NA
QZ06,Greenstreet-O'Conners Tail,Broadway & 78 St,NA
QZ1009,Rain garden/artifical wetland Queens Plaza East S,Queens Plaza 3,NA
QZ104,Lost Community Triangle,Union Tpke & 267 St  ,NA
QZ108,Veteran's Square,FL Blvd & Sunrise Hwy/So. Conduit Av,NA
QZ126,Joseph Caminetti Greenstreet,Corona Av & Otis Ave & 54 Ave,NA
QZ137,Greenstreet,Jackson Avnue & Queens Boulevard,NA
QZ14,Invictus Triangle,Henley Rd & Charlecote Ridge,NA
QZ15,Kingsford Triangle,Wexford Terr & Kingston Pl & Hillside Ave,NA
QZ157,Mgsr. Arcese Tri.,Rockaway Blvd & 103 Av & 91 St,NA
QZ17,Greenstreet,75 Av 188 To 193 Sts,NA
QZ19,Haym Sol. Square,"Main St Vleigh Pl 72nd Dr, & 72 Road",NA
QZ20,Hillcrest Veteran's Square,Union Tpke & 162 St,NA
QZ21,Greenstreet-ABE WOLFSON,Kissena Bl 72 Av & 153 St,NA
QZ24,Dickson Triangle,Rockaway Blvd & 97 Av & 84 St,NA
QZ28,Greenstreet,53 Av bet 196 st & 195 st E,NA
QZ29,Erewhon Mall,Utopia Pkwy & 188 St & Bagley Av,NA
QZ299,Cooper Veteran's Memorial,Cooper Av & 80th St,NA
QZ30,Atlantis Triangle,Booth Memorial Av & 58 Av & 183 St,NA
QZ302,Musical Triangle,Maurice Av & 51 Av & 69 St.  ,NA
QZ31,Veteran's Triangle,FL Blvd & 33 Av & 191 St ,NA
QZ32,Tustin Tri,Francis L. Blvd & Utopia Pkwy & 32 Av,NA
QZ33,Chaplain Rock Triangle,221 St & 41 Av,NA
QZ37,Montauk Memorial Triangle,Montauk St & Nellis St & 122 Av ,NA
QZ38,Benigno Aquino Triangle,Hillside Av  southbound  & 184 Pl,NA
QZ39,Liberty Triangle,Liberty Ave & Farmers Blvd & 109 Ave,NA
QZ393,Chris Postiglione Triangle,Horace Harding Expwy & 64 Av  & 174 St,NA
QZ486,Mitchell Wallace Triangle,Springfield Blvd & 56 Av & 220 St,NA
QZ49,Greenstreet,Justice Av At Broadway,NA
QZ54,Greenstreet,surrey pl & union tp,NA
QZ59,Nathaniel Hawthorne Triangle,210 St & Oceania St,NA
QZ609,Frank P. Locicero,Hillside Av & 84 Rd (South),NA
QZ71,Greenstreet,francis lewis bl & 157 st,NA
QZ82,Greenstreet,Horace Harding Ser. Rd.(West) & FL Blvd,NA
QZ90,Nathaniel Schneider Triangle,WoodhAvn Bl & Trotting Course Lane,NA
R002,Pleasant Plains Plaza,"Amboy Rd., Bloomingdale Rd.",10309
R003,Barrett Park,Glenwood Pl. bet. Clove Rd. and Broadway,10310
R004,Barrett Triangle,"Hyatt St., Bay St., Stuyvesant Pl. and Richmond Ter.",10301
R005,Clove Lakes Park,"Forest Ave., Victory Blvd., bet. Clove Rd. and Brookside Ave., Royal Oak Rd.","10301, 10310"
R006,Conference House Park,"Pittsville St., Hylan Blvd. Richard Ave.","10307, 10309"
R008,Faber Pool and Park,"Richmond Ter. To Kill Van Kull, Faber St.",10302
R009,Amundsen Circle,"Amboy Rd., Clarke Ave., and Savoy St.",10306
R010,Staats Circle,Hylan Blvd. at Sand La.,10305
R011,Hero Park,"Victory Blvd., Louis St., Howard Ave.",10301
R012,White Park,"High St., Lyman Ave., Bay St. and Summer St.",10305
R013,LaTourette Park & Golf Course,"Forest Hill Rd. and Arthur Kill Rd. bet. Richmond Ave., Richmond Hill Rd., and Rockland Ave.","10306, 10314"
R015,Walker Park,"Delafield Pl., Bard Ave., and Davis Ave.",10310
R016,Great Kills Park,"Hylan Blvd., Old Mill Rd., Cedar Grove Ave. bet. Hopkins Ave. and New Dorp La. ",10306
R017,Freshkills Park,"Victory Blvd., W. Shore Exwy., Richmond Ave. bet. Sign Rd., Travis Ave. and Arthur Kill Rd.","10312, 10314"
R017-ZN01,Owl Hollow Fields,"Arthur Kill Rd, West Shore Expwy, Arden & Muldoon Aves",NA
R017A,Greenbelt Native Plant Center,Victory Blvd. bet. Ridgeway Ave. and Travis Ave.,10314
R019,Veterans Park,"Heberton Ave., Park Ave., Bennett St., Vreeland St. ",10302
R020,Egbert Triangle,"Richmond Ave., Forest Ave., and Willowbrook Rd.",10302
R021,Forest Mall,Forest Ave. bet. Haven Esplanade and Duer La.,10301
R022,Silver Lake Park,"Victory Blvd., Clove Rd., Forest Ave.",10301
R024,Tompkinsville Park,"Bay St., Victory Blvd.",10301
R025,Mahoney Playground,"Beechwood Ave., Crescent Ave. and Jersey St.",10301
R026,Dugan Playground,Mill Rd. to Weed Ave. bet. Tysens La. and Isernia Ave.,10306
R027,Long Pond Park,"Page Ave., Hylan Blvd., and Amboy Rd.",10309
R027A,Aesop Park,Corner Of Bartow Ave. and Page Ave.,10309
R028,Tappen Park,"Canal St., Water St., Bay St.",10304
R029,Westerleigh Park,"Willard Ave., Springfield Ave., Maine Ave., Neal Dow Ave. ",10314
R030,Willowbrook Park,"Richmond Ave., Victory Blvd., Ashworth Ave., and Forest Hill Rd.",10314
R031,Wolfe's Pond Park,"Holton Ave., Chisolm St., Luten Ave., Arbutus Ave. and Raritan Bay ","10309, 10312"
R032,Maple Woods,Richmond Rd. bet. Pierce St. and Steuben St.,10304
R033,Levy Playground,Jewett Ave. and Castleton Ave.,10302
R034,Austin J. McDonald Playground,"Forest Ave., Myrtle Ave., Broadway, N. Burgher Ave.",10310
R035,De Matti Park,"Tompkins Ave., bet. Chestnut St. and Shaughnessy La.",10305
R036,Mariners Harbor Playground,Harbor Rd. at Richmond Terr.,10303
R037,Liotti Ikefugi Playground,"Winter Ave., bet. Bismark Ave. and Westervelt Ave.",10301
R038,Midland Playground,"Lincoln Ave., Mason Ave., Midland Ave., Poultney St. ",10306
R038A,Midland Field,"Midland Ave., Mason Ave., Bedford Ave., Boundary Ave.",10306
R038B,Park,"Boundary Ave., Midland Ave., Lincoln Ave., Poultney St.",10306
R042,Kaltenmeier Playground,Virginia Ave. and Anderson St.,10305
R043,Lyons Pool,Murray Julbert Ave. bet. Victory Blvd. and Hannah St.,10301
R044,Park,Pier 6 at Victory Blvd.,10301
R045,Schmul Park,"Wild Ave., Pearson St., Melvin Ave.",10314
R046,Franklin D. Roosevelt Boardwalk and Beach,"Ft. Wadsworth To Miller Field, Fr Capodanno Blvd.","10305, 10306"
R047,Willowbrook Parkway,Willowbrook Pkwy. from Walker St. to Hylan Blvd.,"10302, 10303, 10306, 10314"
R048,Jones Woods Park,"Arnold St., Brighton Ave., Lafayette Ave.",10301
R050,Forest Grove,"Forest Ave., Elizabet.h Grove Rd.",10303
R052,Allison Pond Park,"Prospect Ave., N Randall Ave. and Brentwood Ave.",10301
R053,Carlton Park,"Foste Rd., Carlton Ave., Drumgoole Rd. W.",10309
R057,Haven Esplanade Park,Haven Esplanade bet. Castleton Ave. and Silver Lake Rd.,10301
R059,Von Briesen Park,"Tompkins Ave., Bay St. bet. School Rd., North Rd.",10305
R060,Dodgers Triangle,Dongan Ave. at Hodges Pl.,10314
R061,Stapleton Playground,"Tompkins Ave., Broad St. and Hill St.",10304
R062,Arrochar Playground,"Sand La., Major Ave. and Mcfarland Ave.",10305
R063,Old Town Playground,Parkinson Ave. at Kramer St.,10305
R064,Christopher J. Igneri Playground,"Schmidts La., Manor Rd. and Laguardia Ave.",10314
R065,Richmond Parkway,Staten Island Exwy. To West Shore Exwy.,"10301, 10304, 10306, 10309, 10312, 10314"
R066,North Shore Esplanade,Richmond Terr. from St Peter's Pl. to Stuyvesant Pl.,10301
